	Torricelli	tei-000	akina	watʰɛŋ warraŋ					t̪ɪŋgɛ ɲɪmbwɛk						kʰwɔsɛl̪	
	Torwali	trw-001	hath~													
	Tosa-ben	jpn-119							tagoru							
	Toten-dialekt	nno-001	hEn													
	Totonac	tos-000	makan													
	Totonac Coatepec	tos-001	makan													
	Totonac Coyutla	toc-000	makan													
	Totonac Filomena Mata	tlp-000	makan													
	Totonac Misantla	tlc-000	makalat													
	Totonac Olintla	tos-002	makan													
	Totonac Ozelonacaxtla	tos-003	makan													
	Totonac Tejeria	too-001	makan													
	Totonac—Xicotepec	too-000	makan													
	Totontepec	mto-000	k373													
	Totoro	ttk-000	kw~al													
	Toukoulaka Bomitaba	zmx-015	za5a													
	Touo	tqu-001						ombiriaia							au	
	Toussian	nic-003	gbõ													
	Towangara	goc-000	bENgi													
	Towei	ttn-000	fiobena													
	Toyama-ben	jpn-051									nakama suru				naan	
	Toʼon Savi	mim-000	ndaʼa													
	To’abaita	mlu-000	ʔamba												ʔeaʔi	
	Tremjugan	kca-007	kœt													
	Trinitario	trn-000	-wupe	-c̷uc̷u	hmiro			-kac̷kuʔo	-unko -wo				-emnaksare	-haɲono	woʔi	-ʼnosi
	Triqui San Martin Itunyoso	trq-000	ra7a													
	Trumai	tpy-000	k"ad	at̯o dako	xupda			-xoxan-e			detne		pine-ka	tox-lo-	-kek	kiuan
	Tsaiwa	atb-000	lo7													
	Tsakhur	tkr-000	χɨlʸ													
	Tsalagi Gawonihisdi	chr-001	usoyeni		ukatv		svhniha	uhilo’a		envsv’i			ali’i	sidanelv’i	tlahno	edoha
	Tsamai	tsb-000	horko													
	Tscheremissisch Urzum	mhr-001	kit													
	Tsetang	bod-003	lakba													
	Tsimshian	tsi-000	anʼon	maoan	ʼdsal		gwaantk	lumaaks					damxł		ał-	
	Tsishingini	tsw-000	ky~Ery~E													
	Tsixa	shg-004	càú													
	Tsou	tsu-000	múcu												óʔte	
	Tsua	hio-001	càú													
	Tsuvadi	tvd-000	hw~ere													
	Tsuvan	tsh-000	CuvE													
	Tuam	tuc-001	nima													
	Tubal	lev-001	nataN								daʼai					
	Tubar	tbu-000	sutur													
	Tuburi-Fianga	ker-002	kasam					badé							belé	
	Tuburi-Kera	ker-001	dódong					baːde							teːba	
	Tucano	tuo-000	wa*bu*ka													
	Tudugukakan	jod-002	bolo													
	Tugeri	mrz-002	seŋga-kè													
	Tugun	tzn-000	ʼliman												ʼtoa	
	Tuken	tuy-000	ey													
	Tukudede	tkd-000	limu					kawase							te loba	
	Tulishi	tey-000	n=íːsʋ̀	mɪ-tɔrɔ				ewáːna					ṭɔla			
	Tumak	tmc-000	ginam	gun kulyo	də̀w		gùl	óg	àáǯ				gun məlà		ihue	
	Tumawo	skv-001	nobEro													
	Tumleo	tmq-000	auwityalin													
	Tumtum	tbr-000	n=ìːsʋ̀					ʊwáːna								
	Tunen	tvu-000	nɛ[kan	ni[ŋəⁿd	bu[si		ɔ[bɔbɔn]ɛn	ɔ[sɔ	ɔw[ɔsɔn				ɛ[ŋɡuajɛ	ni[kul	po	ɔpa
	Tungag	lcm-000	kuŋa-												ilua	
	Tungho Saisiyat	xsy-002	ralokama7													
	Tunjung	tjg-000	aŋaʔ												kaheʔ	
	Tunni	tqq-000	gana													
	Tunoe Babatana	baa-005	k3risi													
	Tunya	tug-000	mog mi tye										pasa		ka	
	Tuoluo Bai	bfc-008	sy~iu													
	Tupari	tpr-000	po													
	Tupinambá	tpn-000	pó						uʼu							
	Tupuri	tui-000	dõ		nen			yɔ́kkɛ	héle				tayoti			
	Tupí	tpw-000													nitio	
	Tur	bnr-001	lomb~li													
	Tura	neb-000	kɔkwè		wèy			zuru	dɔ̃ gɔ							
	Turaka	trh-000	nanipi	nani pikonibi					totoni						ʔuʔoni	
	Turkana	tuv-000	kan													
	Turrubal	aus-011	murra	goontie											wookka	
	Tuscarora	tus-000	u7Ehneh													
	Tutrugbu	nyb-000	ɔhɔɛ	ōkūkũ	bāmɛ		hunɔ	plǔ	bɔkɔ̄lɛ̄				ɔbhia	kishopo	ao	
	Tutuba	tmi-000	lima													
	Tuwari	tww-000		yɛnapaʔalo					tiaɸɔ						uweyo	
	Tuwuli	bov-000	awɛ					vɔlɛ								
	Tuyuca	tue-000	wa*bo*pa*ba*	wãʼbõ-kobea	diaʼpoa		padeʼyã	koʼse	saʼti		baʼto		-bẽdã bãʼkɨ̃	-wede-ra		pɨʼtɨa
	Tuḷu bāse	tcy-001	kayi													
	Twampa	udu-000	mèɗ	ƥena kwan θal	bwam-ʔe				kʼutʰ							
	Twana	twa-000	CalaS													
	Twumwu	tik-003	fy~a7													
	Tyebara	sef-002	kɔ̄yɔ̄					ɟée								
	Tzeltal de Ocosingo	tzh-003	k"ab													
	Tzotzil de San Andres	tzo-001	k"obal													
	Tzotzil de Zinacantán	tzo-003	k"abal													
	Tzutujil San Juan La Laguna	tzj-002	q"ab"ax													
	Tzutujil Santiago Atitlan	tzj-001	q"a7													
	Tzʼutujil	tzj-000													'	
	Tày	tyz-000	mu													
	Téenek	hus-000	k"ubak													
	Tú Du	giw-000	mi													
	Tümpisa	par-000	mo7o													
	Tłįchǫ	dgr-000	yeghàyeechi	yechʼagòehge	naʔa		yexèedì	yekʼenaehtse	deko	gokǫ̀			àgı̨ą	gokę̀ę	į̀le	tsʼeèhkwʼe
	Tɛgbɔ	tcd-000	hukp~o					pl̩u								
	U+	art-254	624B	8098	81C9	8DDD	64F5	982E	3C22	5B85	5171	4115	670B	6236	4E0D	3A01
	Uaripi	uar-000	mai													
	Uaripi Uaripi	uar-007	mo7i													
	Ubi	ubi-000	koya													
	Ubir	ubr-000	ima|n												ambin	
	Ucayali Campa	cpc-000	ako													
	Uda	uda-000	ka ubo7	ɛ́kùŋ	áɲì		tóᵘ	yí								
	Udihe	ude-000	Nala													
	Ufim	ufi-000	ɛnɛŋgʌndiŋ	gʌndɛkugʌŋ					tʊgʊrɔ-d̪ɛ						kɪnʊŋ	
	Ughele	uge-000	kambele													
	Uhami	uha-000	bo													
	Ujir	udj-000	lima												fui	
	Ukaan	kcf-000	uwo													
	Ukaan	kcf-005	wo													
	Uki Ni Masi Saʼa	apb-002	ki7iki7i													
	Ukue	uku-000	bo													
	Ukuriguma	ukg-000	tarikar	mʌːg	mʌmana			yag ɛta-	dukunat-						woyak	
	Ukwa	ukq-000	sid ubok	ɛ́kwɔ̀ŋì	ísó		tók	yɛ́d								
	Ulawa Saʼa	apb-003	ki7ki7i													
	Ulithian	uli-000	xumwoT													
	Ulwa	ulw-000	tiN	ispiring	muh			wasaranaka	uhdanaka	û	yûnaka	sau		wanih	âisau	mîdanaka
	Uma Juman	ree-001							n-iker						jan	
	Umanakaina	gdn-000	idaguri	idɔnibɔnai											pamena	
	Umbu Ratu Nggai Kambera	xbr-003	lima													
	Umbu-Ungu	ubu-000	ki		gunbi geri										naː	
	Umbugarla	umr-000	imaɹ̣u	guɟuɟu	wəɟəmilli										mayuy	
	Umbundu	umb-000											ekamba			
	Umbuygamu	umg-000	alam													
	Umiray Dumaget Agta	due-000	komot													
	Umotína	umo-000	uyila													
	Umoⁿhoⁿ	oma-000	no*be						húxpe							
	Uneme	une-000	bo													
	Ungarinjin	ung-000	mindi		ŋinaŋur					ŋora						
	Unmet	nmb-002	l3mE													
	Unua	onu-000	beru													
	Ura	uur-000	leŋe-													
	Uradhi Angkamuthi	urf-002	mata													
	Uradhi Atampaya	urf-003	mata													
	Uradhi Yadhaykenu	urf-004	mata													
	Urak Lawoiʼ	urk-000	taNan													
	Uralan Kunchuku	qxo-000	maki													
	Urat	urt-000	siyɛp	siyɛp mbɛp					kwɛhɛ						pəkai	
	Urdu	urd-002	bazu		soorat					ghar			aashnaa		naa	
	Urhobo	urh-000	bo													
	Uri	upv-005	b3re													
	Uria	ury-000	taha													
	Urigina	urg-000		tuaum	mau-			uso-	tagota-						kɛ	
	Urii	uvh-000	kafoŋ	kafoŋ muːŋ					sana traʔ						mokŋaŋ	
	Urim	uri-000	wam	kəlko	ikgyokg			karkuk	aːl kroŋ						kalpis	irki
	Urimo	urx-000	tenapa	tupa kiru					tekeliwandak						tʌːge	
	Urin Buliwya	quh-000	maki	mojlli	uya	karu kaynin	llujchhikuy	mayllay	chʼuju		qaray	marka	kunpa	miray	ni	sayana
	Uripiv	upv-001	bre													
	Urningangg	urc-000	inmiyur	yilarwamb	yingolb			umanɟaiguwun							aṛiwel	
	Uru	ure-000	qhara													
	Uru-Eu-Wau-Wau	urz-000	poa													
	Uruangnirin	urn-000	taNan													
	Uruava	urv-000	kabe													
	Urubú-Kaapor	urb-000	po													
	Uruku	arr-000	pabe7													
	Usaghade	usk-000	si abok		n-		ŋʷáí	yɛ́								
	Usan	wnu-000	t3ri	moʌn	mɛn			uβ-	dusi-						ue	
	Ushojo	ush-000	h3t													
	Ushu Khowar	khw-006	bazu													
	Usila	cuc-000	kua													
	Usku	ulf-000	mesa													
	Uspantec	usp-000	q"ab"													
	Utoro	otr-000	ǯ-					wɛ́-u!								
	Utu	utu-000		gusisi	urɛ-			ze za-	dɛr-						pi	
	Uvbie	evh-000	bo													
	Uvol	uvl-000	pEn													
	Uya	usu-000		hugu	mua-			bihi-	dohulwol-						ʔah	
	Uyghurche	uig-001	qol		yüz			yu-		yurt	böl-		dost	aile	yaq	qal-
	Vaeakau-Taumako	piv-000	lima												siai	
	Vafsi	vaf-000	penjE													
	Vaghua	tva-000	ləma-												kaeɤa	
	Vagla	vag-000	noni													
	Vakh	kca-001	köːt													
	Vallader	roh-002	man													
	Valman	van-000	klago-vi													
	Valpei	vlp-000	lima													
	Valpei Hukua	vlp-001	lima													
	Valui	wsi-002	lima													
	Vandugukakan	jod-003	bolo													
	Vangunu	mpr-000	lima													
	Vanimo	vam-000	nu													
	Vao	vao-000	nima													
	Varisi	vrs-000	karisi -													
	Varo	bad-001			čáču			yutù	tekɔ̀							
	Vartašen	udi-003	kul													
	Vartovskoje	kca-004	kœt													
	Vasjugan	kca-003	köːt													
	Vayu	vay-000											katso			
	Veddah	ved-000	att													
	Ventureño	veo-000	po												museil	
	Veraʼa	vra-000	mb~ini													
	Vercellese	pms-006	maŋ													
	Vere	ver-000	taga-na										vɛrɛ		aʔaʔ	
	Verkhne-Kalymsk	kca-002	köːt													
	Vilela	vil-000	isi													
	Vilirupu	snc-000	ia imana		ḡoira		ḡabi-kara	fou	ḡuḡa		vare		ḡata		asi	
	Vinza	vin-000	bhoko	inkokola	uluhanga			ukukanja	kolola	iwachu						ukusigala
	Viri	bvi-000	7bi													
	Visina	lww-001	lumo													
	Voa Dê	gir-000	mbe													
	Vuafaaqa	waj-000	yaːku-vai	yaːku yadaː-vai					sinaːtara tinoː						hameːta-vai	
	Vuhlkansu	art-009	elek	kar-nef	limuk	ir	esta		huhsh	ha-kel	throks	ha-travek	t’hai’la	pi'maat	rai	
	Vumba Swahili	swh-009	kono													
	Vunapu	vnp-000	lima													
	Vurës	msn-001	banēn		kēl		tēk	as	tōv				bulsal		ōōō	tog
	Vute Mbanjo	vut-001	Ng~ap													
	Waalubal-Kambuwal	bdy-002	ɟuni-mbal		muru			guːr-i	guluŋbal				ŋanɟai			
	Waanyi	wny-000	mani				kirinyji	wakadaba	ngungulu	raji					budangku	jungku
	Wabhula	cia-007	lima													
	Wabo	wbb-000	wara													
	Wabo	cng-008	jipɑ	læʁus	tʰɑxʂe		dəkʰəʴ	ɸuwɑ χulɑ	tsʰup tsʰu	ʨok		ʂəχuj	goʐ	oqopi	mɑŋ	kəʂ
	Wabuda	kmx-000		tu kaki popu	sosoro			koukuruti					namu dubu		buai	
	Wad Pagga Hindko	hnd-006	hath~													
	Wadaginam	wdg-000		tɨnɨkənamp				-pitam-	dʌrandʌm-						wrʌti	
	Wadi	mgd-007	dri													
	Wadigali	aus-031	marra												minaṭa	
	Wadjiginy	wdj-000	Nele													
	Wadyginy	wdj-002	Nele													
	Waga	wkw-000	naː		ŋawr		maː-	waɟimga-	goto				banɟi		waga waga	
	Wagau	bzh-002	oroh													
	Wagaya	wga-000	rl~api													
	Wagiman	waq-000	nardal	jindirrin	gidurtdal		mert-da	worrok-ga	ngutjjurh-ma		lalat-da		la-ɟumbaɲ		wihya	dup-ba
	Wahgi	wgi-000	aŋelt		numpndalt											
	Wahgi	wgi-001	aŋer													
	Wai Wai	waw-000	oy-amo-rɨ	oy-aΦoresɨ-rɨ	∅-eeΦata-rɨ		aΦe-ko	∅-koroka-∅	oy-ato-n				oy-akro-no		Φɨra	eč-ečeto-ko
	Waia	knv-000	wi	kokotopoko	galowe										?akatoale	
	Waiahaa	alu-002	kiʔikiʔi-na													
	Waibuk	tmd-000	yɪmakx	yɪŋaŋgoḷ					gud hrɨmda						ʷuhʌ hrɨla	
	Waigeo	wgo-000	kapy~ani													
	Wailapa	wlr-000	lima													
	Waimaha	wmh-000	lime													
	Waimaha	bao-001	a*bo*													
	Waimaya	bao-002	a*bo*													
	Waimiri	atr-000	k3m3													
	Waina	sow-000	neNgak													
	Waioli	wli-000	ɩ̀š-ī													
	Waka	wav-000	ya										baǯaŋ			
	Wakasihu	alo-000	dima													
	Wala	upv-006	bre													
	Walade Lau	llu-001	aba													
	Walak	wlw-000	igi7akut												ɗɛk	
	Walani Silte	wle-000	3nj~													
	Walapai	yuf-001	sal													
	Walgi	aus-037	mala	cunkum	molum			loguliaɹa	kundiɹi						muan	
	Walio	wla-000	nanaɸo	nʌnpakulu					tiragu						kʌkʌla	
	Waljen	aus-067	maɹa												wandi	
	Walmatjari	wmt-000	kurapa	yuḷku	mibarmibar		djangadjerdiyawer ma-njan	ɲumukpaɲɟa	gonjorggindel	ŋoabōṛo			djalidjimudja		nadjida	kiraɲɟa
	Walsana moa	wrs-000	eNg3la													
	Wama	wwa-000	noka													
	Wamas	wmc-000		sunʌr- fahu	ura-			ǯi za-	daurɛ-						pi	
	Wambaya	wmb-000	labira	muɲɟuna	waɹ̣a			wagaḍbi	ŋuṇŋuḷi				baṇga			
	Wambon	wms-000	wit	win gabin				akum-bi-amo-	ayak ti-							
	Wampar	lbq-000	baNi													
	Wampur	waz-000	ba7ian													
	Wana Pashto	pst-005	w3z3r													
	Wanambre	wnb-000	gosoNgan	mʌːku	musiwik kɛnaŋ			-wisu-	ŋgohow-						wakat	
	Wanap	wnp-000	pʌm	tɛmɛːlək					nʌːrkuk kndɔŋ							
	Wancho	nnp-000	Tak													
	Wanda	wbh-000	ikasa	konchi	pumi			pwizya	kosomola	kumwitu						ukusyala
	Wandamen	wad-000	vara												moyar	
	Wangaaybuwan-Ngiyambaa	wyb-001		munuːga	ŋulu											
	Wangaaypuwan-Ngiyampaa	wyb-000	mu-ru	ŋunuukaa	ŋulu		ŋa-ma-li			ŋurampaa			yuuŋin		wungai	wii-kiri
	Wangganguru	wgg-000		mampukaḍi			ibma-								maʎka	
	Wangkajunga	mpj-000	maɹa	ŋunku	ŋaʎa								waṇmi		wiya	
	Wangkumara	xwk-000	maɹa	kupu				yuŋə	miɲə						waʎa	
	Wangmo Bouyei	pcc-005	va.3 fɨŋ.1													
	Wanji	wbi-000	voko	ngʼokola				kwoga	kukosomola	kukeja						sighala
	Wano	wno-000	enggit	n-eŋgit-amogut				ndariak	toniak	amu			ombane	oinyayak	ɗik	doiak
	Wano	wno-001	eːgit													
	Wanukaka	wnk-000	lima												daah	
	Wanuku rimay	qub-000	maki	muqu	ñawi		yatay	paqay	qusuy		rakiy	..marca	masi	ayllu	ama	kakuy
	Waorani	auc-000	õdõ-po	õdõ-kayæ̃-bæ̃	awĩka		gã-po	yabõ	tõ tõ ã		æ̃-batæ̃ æ̃-batæ̃ godõ		æ̃bigo	dã-di wẽ-kabo	baa	ee õgõ
	Wapishana	wap-000	kh~a73	-pʰutʰuri	-awɨn ˀbara		pʰišatʰa-n	čʰikʰa-n	ušuwa-n		tʰaa-ˀbiʔia-n		-minaɨdaʔu	-iriˀban-nau	aunaa	naʔia-n
	Wappo	wao-000	me7													
	Wara	wbf-000	kle													
	Warao	wba-000	moho													
	Waray	wrz-000	annnabi	annkonmo	an-dum			wuḷek-m-aḷ	getlaŋʔ-m-aḷ						awulla	ni
	Waray Sorsogon	srv-000	kamut										sangkay		diri	
	Wardaman	wrr-000	nuŋguɹ̣u	ɟuŋgu	yi-mir		baʎag me-	woḷogba yana-	ŋeɟuḷ-ma ɟiŋi-				miday		ŋawun	
	Wargla	oua-000	fus													
	Wariyangga	wri-000	maɹa	ɲicu	ŋuː			kuŋka	ŋun̪t̪uṇ-ma						wari	kumpa
	Warkay-Bipim	bgv-000	idäp													
	Warlang	wlg-000	gun-bid	wungumeɟɛn	wumɛḷɛ			ŋanbunŋur							gaːlu	
	Warluwara	wrb-000	markana													
	Warnang	wrn-000	čú-													
	Warndarang	wnd-000	wu-maṛbur	murunɟi	maguɹ̣			lib -ŋarani	guɹ̣guɹ̣						wuyagu	
	Warnman	wbt-000	pula	yurlku	ngumpa			kurrpirni	kuntulpunganyi	ngurra			yalya	lakunpa	maranypa	nyinamanyi
	Warrgamay	wgy-000	mala													
	Warrnambool	aus-009	maraN													
	Waru	wru-001	kae													
	Waru Lalomerui	wru-000	kae													
	Waru Seram	ges-001	ima													
	Warumungu	wrm-000	daka	kuṇḍuɹ̣ukuru	buḷuɟu		buru-mu-	gaŋgur-wanpa-	guʎguʎ-ɟa				baṇŋaɲɟa		waragu	ɲi-
	Waruna	wrv-000		kawabi	imimi			ogotaroa					nepirumagi		nebam	
	Warungu	wrg-000	mara													
	Warwa	wwr-000	nimala	nimala	maːlamala										maḷu	
	Wasembo	gsp-000	ɔma	ɔmʌgumi				gukare	gɛharɛ						be	
	Washo	was-000	=ˈaːdu													
	Waskia	wsk-000	sopuliN	ponorr	komamotam			gurru-	lakuna-						mɛːna	
	Wasuamba	pnp-004	lima													
	Watam	wax-000	par													
	Wathawurung	aus-003	mana													
	Watjarri	wbv-000	mura	cuḷka	mulya			wil̪aɹi-					babinyu		wadji	
	Watubela	wah-000	ma-												teiʔ	
	Waunana	noa-000	hua ha*													
	Waurá	wau-000	-wɨžɨku	-wana-tɨpulu	-paaka		ɨtuka	huku-ta	a-tulukĩ-sa		itʸeke		kĩyãuʼpa		aic̷a	tauna
	Wauyai	wuy-000	gilo													
	Waviare	mbr-000	tei7													
	Wawa	www-000	Ng~a													
	Wawonii	wow-001	lima													
	Wawonii Menui	wow-000	lima													
	Way Kanan Lampung Api	ljp-012	puNu*													
	Way Lima Lampung Api	ljp-013	Tuluk													
	Waya	wyy-000	lima													
	Wayampi	oym-000	pɔ	siliminã	-l-ɔwa		-pɔkɔ	-kusu	-uʔu		-mɔ-sãsãy		mɔlɨpa	-l-ɛtãlãŋɛ	ãnĩ	-pɨta
	Wayana	way-000	omo													
	Waylas	qwh-000	mEki													
	Waylla Wanka	qvw-000	maki	kutrush	kaara		llankay	aywiy	qusu		lakiy	..malka	masi	ayllu	mana	kiiday
	Wazhazhe ie	osa-000	shagah						hóxpe							
	Waṇeci	wne-000	las													
	Wedau	wed-000	urana													
	Weh	weh-000	ḱəwɔ́		sə́		ímɔ̂m	ísʌ̂w	íkɔ́:i				fə̄			
	Weicheng	cng-009	jəpa	lawsa	tʰaqə	qæʴ	tekʰe	pʰoʁo χlua	tsʰəptsʰua	ʨu ta	aχ	ʂexuəi		ʨu mi		zul
	Weigu	cng-011	jipɑ	læʁusæ	quɑχɑ		ɑχɕy	pʰuwɑ χulɑ	tsʰup	ʨuwu tʰɑ	ɑf	tusu̥	tɑχu	oqu	mɑɦũ	hogu
	Wejewa	wew-000	lima												inda	
	Welamo	wal-002	kh~uSi													
	Welsh Romany	rmw-000	vast													
	Wenedyk	art-412	man		faczej								omik	famila		
	Wenma	zhd-000	mu.2													
	Were	wei-000	mau	kʰakʰip					kʰabud						aye	
	Weretai	wbe-000	aida													
	Weri	wer-000						iːr	ulan							
	Wetamut	wwo-000	lmu													
	Wetan	lex-002			irna mata		iwti									
	Wiang Pa Pao Lua	lwl-000	ti7													
	Wiarumus	tua-000	yuwa						nakusun						kela	
	Wichi Lhamtes	wlv-002	otkwey													
	Wichi Lhamtes Vejoz	wlv-001	kw~e													
	Wichita	wic-000	isk	kinnʔa:c	ic		icarasi	hicaki		ki:ckha:r			neʔe:wá:r		kíriʔ	
	Wichí	mtp-000	-kʷe-ʼčˀu	-kaʼtu	-te-ʼpe		čem-peʔ	i-ʼleh	takhoʼsi		wen-ʼho-m-če		-ɬoy-ʼhʷaʔ	ɬamʼiɬ toh ihʼɲoh	kha	nic̷ˀiʼna
	Wichí Lhamtés Güisnay	mzh-000	totkwe	tokatu	tottey		tachasa	ilej	takhosi		iwumlhi		topunfwa	nʼwʼet lhele	ka	
	Wik-Mungkan	wim-000	haond		gyzyht			wosia	hu̇st	haom				familī	na	błȧjn
	Wilyakali	drl-007		ngarnulu											ngantyi	
	Winaray	war-000	ka-mot										sangkay		dire	
	Windesi	wad-002	vara													
	Wiradhuri	wrh-000	mara	ŋuna	yiri			baambii					muɟ		wiraay	wii
	Wirangu	wgu-000	maɹa	kuṇaṇ	wa		pampaṇ	malkariṇ	kuɲcuru maniṇ				malpa		maka	
	Wiru	wiu-000	yono	yonokono					torono							
	Witip	kmn-001	yilɛ												autu mɛtɛn	
	Witoto	huu-000	onou													
	Wiyot	wiy-000	ehs													
	Wobé	wob-000	kw~a					ɟre	koːɛ̀				dɛ́í			
	Wogamusin	wog-000	yɛr	yɛlkom												
	Wogeo	woc-000	lima-													
	Woi	wbw-000	wara													
	Woisika	woi-000	nɑtaŋ										nɛnɔkɔ			
	Woiwurrung	aus-005	manoN													
	Wojenekakan	jod-004	boro													
	Wolani	wod-000	yakada	pakato				uwo wisigina	ekena						ki	
	Wolaytta	wal-001	kʰuši													
	Woleaian	woe-000	gumwushu												-tewai	
	Wolio	wlo-000	lima		bali			banui							indaa	
	Wom	wom-000	nʌn-vara										veɛma			
	Womo	wmx-000	ono													
	Wom—Amisili	wmo-001	tali													
	Wom—Waringema-Seini	wmo-000	talhi	emuke					nesuke						imbe	
	Woraviu	llp-001	aru													
	Worodugukakan	mxx-005	bwo													
	Worrorra	wro-000	nanaNga													
	Wosera	abt-003	tw~o													
	Wosera-Mamu	abt-005	taamba		saawi		vatndéku	yanjang		gayémale					yambawa	rapéka
	Wosi	mky-007	komo													
	Wuding	tai-013	mɨ.2													
	Wulguru	nyt-001	yubu													
	Wuliwuli	wlu-000	nam													
	Wuliwuli	wlu-001											ɲomgan			
	Wuming	zyb-001	mja212													
	Wunai	bwn-000	pu₂₂													
	Wunambal	wub-000	wiri													
	Wungu	wun-001	kono	chingufu	kumiso			kukusa	kukosomola	kumitu						kushala
	Wusi Kerepua	wsi-003	lima													
	Wusi Nonona	wsi-004	lima													
	Wutun	wuh-000	S3k													
	Wutung	wut-000	noku													
	Wuvulu-Aua	wuv-000	pani												ļoʔe	
	Wychinga	aus-069	ilcha												wurra	
	Wára	tci-000	tambia	t̪uti	midoko				kimokwa				tukor			
	Wôpanâak	wam-000	nitchicke	nisquan									netop		matta	
	Wǎnqí Zhōnggǔ Hànyǔ	ltc-001	ʆə̌w													
	Xamta	xan-001	nän	kuarz	gaṣ		daɣ	ieqa-s	səl				memín		aiːyau	edag
	Xamtanga	xan-000	nɛn		gatsʔ											
	Xerénte	xer-000	dadi*pkra													
	Xiandao	acn-001	lo7 nh~au													
	Xiang	hsn-001	S3u													
	Xiangxi	mmr-000	qo₁=tɯ₄													
	Xiangyun Bai	bfs-004	sou													
	Xipaya	xiy-000	ba													
	Xishan Bai	bca-009	Su													
	Xishui	cmn-017								ga						
	Xokleng	xok-000	nE*Nga													
	Xuecheng	cng-012	ʑi	ʑi kuɑi tsə	kə ʐɑ		hmɑ le	pu χu lɑ	tshu	ʨi ko	fe	ʂɑi hui	ji dʐu	ʨi ko mə	mi jo	ʑi thɑ he ʑi
	Xû	xuu-000	ʆèú													
	Yaagaare	fuh-002	junngo	soɓɓundu	yeeso			laaɓinde	ɗojjude		baka			ƴuwdi	aʼaa	
	Yaaku	muu-000	tegei													
	Yaba Mbeti	mdt-010	Ngaxa													
	Yabarana	yar-000	nu													
	Yabberu	wbv-002	mura		mulya								yungara		wadji	
	Yabem	jae-000	lêma												atom	
	Yaben	ybm-000	t3zi	umʌsin	maʔumʌn			ubʌt-	duʔunwal-						uwa	
	Yabiyufa	yby-000	adela	ade bola					otu						oʔe	
